index_name,series_id,unique_id,ds,y,lag_1,lag_2,lag_5,vol_5,vol_21,mom_5,mom_21
RUSSELL1000,return,RUSSELL1000_return,2014-11-18,0.0055372061,0.0004093831,0.0004496554,0.0007217609,0.00031325440687286163,0.006561672321486248,0.00033602315999999586,0.003815087957142857
RUSSELL1000,return,RUSSELL1000_return,2014-11-19,-0.0016807588,0.0055372061,0.0004093831,-0.0001255787,0.002380037876281972,0.006452782941307061,0.001299112199999996,0.0036336058999999997
RUSSELL1000,return,RUSSELL1000_return,2014-11-20,0.002370639,-0.0016807588,0.0055372061,0.0002248951,0.0026937191370648775,0.005300517845985798,0.0009880761799999957,0.0025891579904761906
RUSSELL1000,return,RUSSELL1000_return,2014-11-21,0.0052803303,0.002370639,-0.0016807588,0.0004496554,0.002712594808069256,0.004745109221021815,0.0014172249599999956,0.003070786428571428
RUSSELL1000,return,RUSSELL1000_return,2014-11-24,0.0032130036,0.0052803303,0.002370639,0.0004093831,0.003112594994038618,0.004269237584425798,0.0023833599399999956,0.0027287419523809526
RUSSELL1000,return,RUSSELL1000_return,2014-11-25,-0.0008485744,0.0032130036,0.0052803303,0.0055372061,0.002914303383476694,0.004164584664166949,0.0029440840399999955,0.0025540475666666665
RUSSELL1000,return,RUSSELL1000_return,2014-11-26,0.0028426367,-0.0008485744,0.0032130036,-0.0016807588,0.002892965362278961,0.004127628554992036,0.001666927939999996,0.0025922230047619047
RUSSELL1000,return,RUSSELL1000_return,2014-11-28,-0.0028009919,0.0028426367,-0.0008485744,0.002370639,0.002211337692363393,0.0034767318793871346,0.0025716070399999956,0.0021405716999999998
RUSSELL1000,return,RUSSELL1000_return,2014-12-01,-0.0077476928,-0.0028009919,0.0028426367,0.0052803303,0.0032800661404340974,0.0035462987901628412,0.001537280859999996,0.0020871344476190473
RUSSELL1000,return,RUSSELL1000_return,2014-12-02,0.0060089162,-0.0077476928,-0.0028009919,0.0032130036,0.004508042122703371,0.004023784887387042,-0.001068323760000004,0.001431851780952381
RUSSELL1000,return,RUSSELL1000_return,2014-12-03,0.0045083103,0.0060089162,-0.0077476928,-0.0008485744,0.005279297092294583,0.003418674832891201,-0.0005091412400000042,0.0011518006333333332
RUSSELL1000,return,RUSSELL1000_return,2014-12-04,-0.0010743751,0.0045083103,0.0060089162,0.0028426367,0.005718484797198514,0.003486313539930208,0.0005622356999999959,0.0013596757476190475
RUSSELL1000,return,RUSSELL1000_return,2014-12-05,0.0017520151,-0.0010743751,0.0045083103,-0.0028009919,0.005594951818487134,0.0033631743372894984,-0.00022116666000000416,0.0014698389999999997
